FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,BRKDW_INDUSTRY_NACE_REV2,Branca di attività economica (ATECO 2007),EMPLOYMENT_STATUS,Posizione nella professione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Branca di attività economica (ATECO 2007) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_EMPLOYMENT_STATUS,Posizione nella professione (NOTE_EMPLOYMENT_STATUS),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q2,357848.7,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q3,358489.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,1999-Q4,359306.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q1,362910,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q2,364397.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q3,366650,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2000-Q4,365897.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q1,364804.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q2,361929.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q3,359985.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2001-Q4,360112.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q1,359146.7,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q2,359820.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q3,361010.8,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q4,361808.1,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q1,367265,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q2,365467.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q3,367985.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q4,368307.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q1,366897.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q2,364817.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q3,359528.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q4,363623.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q1,359087.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q2,368161.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q3,365722.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q4,373339.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q1,372745.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q2,376506.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q3,380125.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q4,387003.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q1,385868.2,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q2,378357.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q3,381958.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q4,381731.4,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q1,385913.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q2,381518.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q3,374268.6,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q4,364899.3,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q1,342392.8,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q2,332013.9,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q3,329670,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q4,331431.8,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q1,329802.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
Q,Trimestrale,IT,Italia,HW,Ore lavorate (migliaia),C26T28,'Fabbricazione di computer e prodotti di elettronica e ottica, fabbricazione di apparecchiature elettriche, fabbricazione di macchinari e apparecchiature n.c.a',9,Totale,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q2,333739.5,,,,,,,,,,,CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,,,,
